,Unnamed: 0,Unnamed: 0.1,index,tweet,class,norm
12913,1586,1586,3840,@MeReachingout @GodfreyElfwick ...a pitch perfect parody.  My bad.,sexism,1
12916,1589,1589,480,RT @DorvalTony: @baykara7 Religion my ass. Death cult. http://t.co/ItGxKuUwBM,racism,0
12919,1592,1592,2502,I'm gonna gouge my eyes out if this bitch doesn't get off #mkr #catandandre,sexism,1
12923,1596,1596,692,@obsurfer84 What was Mohammed defending when he attacked the Jews of Khybar?,racism,0
12931,1604,1604,2560,Kat is going to be so smug she's going to be declared the particularly smug mayor of smugtown on the isle of smuggy #MKR,sexism,1
12934,1607,1607,709,@VannCastro @tweetybird2009 @PatVPeters Right. Every Pres in history has been heavily criticized. But doing it to Obama has to be racist.,racism,0
12937,1610,1610,1398,@MaxBlumenthal Islamophobia - fear of this. http://t.co/6nqTUXhW36,racism,0
12940,1613,1613,2660,Im really disappointed that none of the campers threw their full shit buckets over #CuntAndAndre #KatAndAndre #MKR #ShitBags #CantCook,sexism,1
12945,1618,1618,1247,"@buellerishere @KellyTurner99 Since the Islamist Erdogan came to power,women's employment in Turkey fell 30%.He considers them baby machines",racism,0
12946,1619,1619,621,@sajid_fairooz @IsraeliRegime Yes they are Jew hating barbarians.,racism,0
12950,1623,1623,3351,RT @DrBobbyFlavor: #AdviceforYoungFeminists Don't be the spoiled brat on the right. http://t.co/xLj8BkYIwW,sexism,1
12951,1624,1624,2718,@mykitchenrules #MKR I hate Kat. She is awful.,sexism,1
12952,1625,1625,3662,".@gabystama So, you can only place your trust in what they say? You don't know the material well enough to examine it on your own? #EqualPay",sexism,1
12953,1626,1626,831,"Watching Shia Militia beat a Peshmerga to death, I thought, ""Praying to Allah 5 times a day certainly peaks the level of fanatical hatred""",racism,0
12955,1628,1628,4204,RT @coltonodoherty I hate it when girls are in a bad mood so what i'm trying to say is I hate girls,sexism,1
12959,1632,1632,2303,@IrinaLV143 Everybody get a little greasy on #mkr,sexism,1
12961,1634,1634,2561,Kat on #mkr is such a horrible person.. I wish Kat and Andre would just get eliminated already.,sexism,1
12962,1635,1635,5152,RT @Nawshus Call me sexist if u want ... I'm a man and men don't reallllly listen to women when they speak,sexism,1
12964,1637,1637,5067,The world is enriched by your wisdom. @moe_mixed_kid I'm not sexist but I make sexist comments because it makes me LOL.,sexism,1
12970,1643,1643,4256,Gonna go out on a limb here and say you're actually both. @JakePowles I'm not sexist or racist. Just observant.,sexism,1
12971,1644,1644,3172,.@ILivUndrUrBed  Anything but yourself.  Like EVERY feminist on Earth.,sexism,1
12972,1645,1645,2971,RT @Shermertron: @11twiggins So you DON'T plan on apologizing for your near-instant hypocrisy.  Okay. http://t.co/YwMC9iAl4V,sexism,1
12974,1647,1647,2148,"Promo ""models"" are the dangle berry of the modeling world. Shit. #MKR",sexism,1
12977,1650,1650,1192,@jncatron @isra_jourisra Wrong. They were connected to the Muslim Brotherhood and they were anti Semitic bigots.,racism,0
12979,1652,1652,2105,RT @fee_bee_63: Who was responsible for convincing these girls they were so pretty? #MKR,sexism,1
12985,1658,1658,965,@DawlatnaMansura He says while immersed in Kufiri invented and built devices.,racism,0
12989,1662,1662,3417,"RT @sports2inflatio: This is how #feminism use young minds to do their dirty job, #GamerGate #notyourshield #adviceforyoungfeminists http:/…",sexism,1
12990,1663,1663,5282,"For a selection of perfection, #superiorfruit !! #graceville #brisbane #foodie #mkr #goodfoodie… https://t.co/lFUTzymhMH",sexism,1
12999,1672,1672,2363,Karma will fuck you in the ass and cum all over back Kat #MKR,sexism,1
13000,1673,1673,1271,@zh_ha89 Islam does nothing but freeze the status of women to the 7th century.,racism,0
13003,1676,1676,1883,@dankmtl What does that have to do with Muslim extermination of Jews?,racism,0
13008,1681,1681,1349,"If #Islam is so against idols that they smash Assyrian and Buddhists statues, then why do they pray at Mecca and circumambulate the Kabba?",racism,0
13009,1682,1682,4522,"RT @RICANROLL: @YesYoureSexist tell the bitches, whores, sluts and cunts to change their behavior...that'll end the speech",sexism,1
13013,1686,1686,5024,"RT @cheuya: ""Friend zone"" concept relies on foregone conclusion sex is a given. #wellactually that makes you a rapist",sexism,1
13020,1693,1693,4767,"RT @gabronies I'm not sexist, but I cannot picture Thor being anything else then the character HE is now.",sexism,1
13021,1694,1694,1724,@harmlesstree2 And the lying Muslims claimed that all of their attacks were only done because they were preemptive.,racism,0
13029,1702,1702,4579,"RT @GrindMode407: I Cook Bitch ;p""@YesYoureSexist:BACK AT YOU DOUCHE @GrindMode407 Mannnn I'm not sexist but if you a female &amp; you can't co…",sexism,1
13035,1708,1708,1413,"@IndyVoices I read the entire Quran and many of the Hadiths, and murdering ""unbelievers"" and forcing Islam on people is exactly what it is.",racism,0
13037,1710,1710,3969,@GeorgeWorshingt Doesn't stop all-male women's health panels in Congress.,sexism,1
13039,1712,1712,1544,@urgedharry @nyazpolitics @greenlinerzjm If you actually knew about Islam you would know how violent and barbaric http://t.co/cMU60pvE0s,racism,0
13040,1713,1713,129,"@yousufpoosuf @HillaryGuess @riwired @izrinhariri @AtharHKhan They claim, ""oh you insulted our religion"" and kill them.",racism,0
13041,1714,1714,74,"RT @dsyndergaard: Israeli spat upon, beaten by Muslims singing anti-Semitic songs in Berlin http://t.co/ursJ1GdnuK",racism,0
13044,1717,1717,448,@Ammaawah @jm111t All you are doing with your verses is proving sexism in Islam.,racism,0
13045,1718,1718,4379,"RT @jmdunner I'm sorry, I'm not sexist but I cannot stand Doris Burke. #awful",sexism,1
13048,1721,1721,4283,News flash: It's not for you. @_REDDY71 A word to all the ladies in very short skirts or shorts this summer - 'Thanks'. #NotSexist #Grateful,sexism,1
13049,1722,1722,2230,RT @PatriceChienne: Everything is deconstructed. They're no good at erections then? #MKR,sexism,1
13050,1723,1723,611,"@Dabiq_Warrior @Totenleserin In other words, you were too stupid to understand that your 7th century barbarity would bring more enemies.",racism,0
13051,1724,1724,170,@niall_cullen @Damhan97 @AC360 How can they be sound when 1/3 of them think people leaving Islam should be murdered? http://t.co/HQCuP3Qdke,racism,0
13055,1728,1728,1296,"@wahab19493312 Karen Armstrong is a liar that tries to whitewash the inherent violence, hatred and bigotry of Islam and its prophet.",racism,0
13057,1730,1730,5049,"@AJKauffman @CocaCola Yeah, if there's one thing I know about old pin-ups ads, it's that they were definitely not sexist.",sexism,1
13066,1739,1739,1214,"@UmarFarooq_ @FaheemHus @jackmjenkins And what are the Muslim scholars going to do?Say,""You caught us, our religion is violent and barbaric""",racism,0
13070,1743,1743,472,@Zahoorgorsi What the Americans did in Iraq was allow the Iraqis to elect their leadership.  Sunnis and Shia killing each other is Islam.,racism,0
13072,1745,1745,2961,".@TheGags29 If feminists knew how many women ""internalized"" my ""misogyny"" theyd need safe space #WomenAgainstFeminism http://t.co/qT4laFeK7u",sexism,1
13073,1746,1746,1857,@dankmtl @PeaceNotHate_ The religion of Islam is built on apartheid and ethnic cleansing.,racism,0
13074,1747,1747,2774,"Kat adds ""delusional"" to her list of personality faults. #mkr",sexism,1
13076,1749,1749,964,"@mir576607189 Looks like a slum, as people are forced to go to mosque at gun point. Daesh are creating hundreds of thousands of atheists.",racism,0
13078,1751,1751,2205,"This desert is a hot mess...like its makers, minus the hot #mkr",sexism,1
13081,1754,1754,4220,RT @blackocracy: I'm not sexist or anything so I hope no single broad try to swerve me but... a woman's ultimate position is to be by a man…,sexism,1
13082,1755,1755,3013,@kmx1974  Stupid. Got it.,sexism,1
13086,1759,1759,557,"@98Halima @johnnygjokaj @rfrankh53 @BilalIGhumman @cdnKhadija No Muslim land has ever lived under anything but tyrants, dummy.",racism,0
13089,1762,1762,1991,its melting because you didnt put it in the freezer before you served it you dumb skank! #MKR,sexism,1
13091,1764,1764,5143,"Like, that's not even a clever joke??? @FootballEars I'm not sexist, all my favourite films have lesbians in.",sexism,1
13093,1766,1766,554,"@98Halima @johnnygjokaj @BilalIGhumman @cdnKhadija @rfrankh53 As tiny as Israel is, the Muslims want it exterminated. http://t.co/YbUDGXOlcO",racism,0
13094,1767,1767,4009,"RT @ThatTypeOfNiga: Call me sexist or Old fashioned but i prefer females who dont like sports, i want a girly girlfriend not a boyfriend.",sexism,1
13104,1777,1777,3090,.@scarmichael18 @shaner38 She will often not know.  It should be opt in not opt out so that he must be told.  Or else they will hide it.,sexism,1
13105,1778,1778,4883,RT @NyleNestor: I keep  getting this damn ad on YouTube on how girls are better at sports then guys. Sorry their not. #notsexist,sexism,1
13107,1780,1780,1805,@roisin_morgan But Islamolunatic live by Islam and Sharia trying to fulfill Mohammed's wish to exterminate all Jews from peninsula.,racism,0
13110,1783,1783,2424,RT @melbsonmymind: NO. NO NO NO NO NO NO NO. GET KAT AND HER STUPID CAT'S BUM MOUTH OFF MY TELEVISION. #mkr,sexism,1
13111,1784,1784,1772,@brendlewhat @MaxBlumenthal @veganforareason @dhere Christians and Hindus murdered for blasphemy by Muslim mobs. http://t.co/f3aWjksaUz,racism,0
13113,1786,1786,2761,Police boat looking for a crack whore named kat who's been dealing meth and whoring herself out for a powered camp site. #MKR,sexism,1
13117,1790,1790,3438,RT @Bastardo_Verde: #WhatFeminismGaveMe http://t.co/n0D9JCdUqx,sexism,1
13118,1791,1791,4842,"RT @clifty04 Now I'm not sexist, but it's evident a woman can't do a mans job when it comes to tennis coaching #MauresmoOut",sexism,1
13127,1800,1800,2170,"RT @lukeyook: If they think that dessert is refined and beautiful, now wonder they think they are pretty. #MKR",sexism,1
13128,1801,1801,1197,"@fei989 @isra_jourisra War, chopping off heads, raping slave girls, were Mohammed's favorite activities.",racism,0
13129,1802,1802,4309,"@jimboslice_13 Rape culture is not about ""sense of humor."" It is about silencing, shaming, and terrifying women.",sexism,1
13132,1805,1805,972,"@doammuslims @ajwatamr Scum bag Islamists evacuated all the Christian and Ezidi civilians from their homes in Mosul, Raqqa, Sinjar.",racism,0
13133,1806,1806,478,RT @ThePoliticalHat: The next successor to the Saudi throne will be the son of a slave girl http://t.co/C1XmXLtLXQ http://t.co/WtDeBOE1HA,racism,0
13134,1807,1807,2537,I didn't think I'd hate a couple more than these girls but Kat needs to wipe those smiles off her face. She's horrible. #mkr2015 #mkr,sexism,1
13135,1808,1808,458,@FromCarl No they don't they share a commitment to the barbarity of their religion. http://t.co/kPJSe079Al,racism,0
13136,1809,1809,2027,Watch tarts with poorly constructed personalities deconstruct a tart. #mkr,sexism,1
13140,1813,1813,4076,RT @Vulc4nMind @Aandapples  // nope. I'm not sexist but I think the doctor should stick with a male,sexism,1
13142,1815,1815,5288,"""Only way to stay in the competition is to cook good food"" take that Kat you bitch lmao 😂💁 #MKR",sexism,1
13145,1818,1818,328,@IAmThe1Teacher @IronmanL1 @stevecorrales80 It's utterly stupid to  tolerate the intolerance of Islam.,racism,0
13146,1819,1819,2488,"@falzonies: @mykitchenrules Kat you are the biggest MOLE , I hope you choke!! #mkr",sexism,1
13149,1822,1822,4972,RT @DanielColetta: @ScottCarasik but I'd rather watch 2 no name welterweights than Layla Ali in her prime. Not sexist but men &amp,sexism,1
13152,1825,1825,5332,RT @The_Loki_Jotunn: @MT8_9 my latest version😂 http://t.co/zeAFT6Danr,sexism,1
13154,1827,1827,1306,@zakirnaikirf Saying that Islam is a way of life means that Islam actually tells you which hand to use to wipe your ass.,racism,0
13155,1828,1828,2072,"@mykitchenrules Did Stevie Wonder choose these ""models""? #MKR",sexism,1
13168,1841,1841,1903,"@AAlwuhaib1977 It's not Israelis that are constantly murdering Christians &amp; Hindus for blasphemy in Pakistan, it's Genocidal Muslim mobs.",racism,0
13170,1843,1843,5150,RT @iamomarkhalifa I'm not sexist but I don't give a fuck about women's football #BallonDOr2014,sexism,1
13176,1849,1849,288,We would be much better off figuring out what to do about Islamofascim than ranting about freedom of speech or who went to Paris. #Islam,racism,0
13178,1851,1851,1218,@UmarFarooq_ @FaheemHus @jackmjenkins The later verses abrogated the earlier verses and what remains is violent and imperialist.,racism,0
13182,1855,1855,5001,"RT @YouknowitsDoug: @NubianFelinity @YesYoureSexist bitch you don't know me, i got more followers than you got cock in your mouth",sexism,1
13186,1859,1859,5268,"RT @ur_so_vanilla: Nikki &amp; Katie, didn't your 'love for boys' teach you that no two sausages are ever same? Especially Eastern European one…",sexism,1
13187,1860,1860,4392,RT @TexasSerge Chicks just aren't that funny....call me sexist,sexism,1
13193,1866,1866,1824,@roisin_morgan And the Israelis are fighting no one except the Muslim terrorist.,racism,0
13200,1873,1873,5202,RT @NashtySteve: @YesYoureSexist it has nothing to do with gender. More like why remake a perfectly good film?,sexism,1
13201,1874,1874,192,@AnonHeel Political satire always pisses off someone.  Why should the religion of hatred and murder be excluded.,racism,0
13204,1877,1877,1911,@AAlwuhaib1977 71 Christian churches looted and burned by Muslim mobs. http://t.co/xeGlOFsNWJ,racism,0
13209,1882,1882,3489,"@Noin007 THIS is why I find the ""antifeminist women just want male attention"" argument moronic...as if there aren't better ways to get that.",sexism,1
13215,1888,1888,2272,RT @RobinRiedstra: Don't overthink it girls. Just stick out a can of cool whip and a banana. #mkr,sexism,1
13216,1889,1889,2603,That face Kat just pulled was hideous. #mkr,sexism,1
13227,1900,1900,4027,RT @JApple8 None of the girls should have worn make up so school would be scary on Halloween,sexism,1
13229,1902,1902,117,"@ibnHlophe @eeviewonders @CTFleaMarkets Actually, it's Islam that has to be destroyed for it's crimes against humanity.",racism,0
13230,1903,1903,381,@MaliniP Screw Francis.  Any Pope that will not stand up for freedom of speech should not be Pope.  Get rid of the clown.,racism,0
13232,1905,1905,3935,RT @smoovfellow The only thing a woman should help a man build is a relationship #tbh #nosexist,sexism,1
13234,1907,1907,4695,"RT @_dantomlinson: I'm not sexist but girls please don't pipe up when the football is on, we all know you have no idea just sit there in si…",sexism,1
